"Route ID","Route Code","Depot Id","Depot Name",Location,"Agent ID","Agent Code","Agent name","Region ID","Region Name","Sub Region ID","Sub Region Name",Country,"Regional Sales Manager ID","Regional Sales Manager Name","Regional Sales Manager Data","Area Sales Supervisor ID","Area Sales Supervisor Name","Area Sales Supervisor Data"
194,RT0158,67,"Abiriga Hassan Enterprises-Arua",ARUA,34656,HC00000067,"Abiriga Hassan Enterprises - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
195,RT0159,67,"Abiriga Hassan Enterprises-Arua",ARUA,34656,HC00000067,"Abiriga Hassan Enterprises - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
306,RT0293,67,"Abiriga Hassan Enterprises-Arua",ARUA,34656,HC00000067,"Abiriga Hassan Enterprises - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
493,RT0479,67,"Abiriga Hassan Enterprises-Arua",ARUA,34656,HC00000067,"Abiriga Hassan Enterprises - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
197,RT0161,68,Service,,34657,HC00000068,"A-DS-Hotto Services Limited - Dokolo",,,,,Uganda,," ","- ",," ","- "
198,RT0162,68,Service,,34657,HC00000068,"A-DS-Hotto Services Limited - Dokolo",,,,,Uganda,," ","- ",," ","- "
308,RT0295,69,"Bosceno Enterprises Ltd - Lira",LIRA,34658,HC00000069,"Bosceno Enterprises Ltd - Lira BLOCKED",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",354,"Lango Bwire Oscar","354-Lango Bwire Oscar"
487,RT0473,69,"Bosceno Enterprises Ltd - Lira",LIRA,34658,HC00000069,"Bosceno Enterprises Ltd - Lira BLOCKED",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",354,"Lango Bwire Oscar","354-Lango Bwire Oscar"
488,RT0474,69,"Bosceno Enterprises Ltd - Lira",LIRA,34658,HC00000069,"Bosceno Enterprises Ltd - Lira BLOCKED",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",354,"Lango Bwire Oscar","354-Lango Bwire Oscar"
489,RT0475,69,"Bosceno Enterprises Ltd - Lira",LIRA,34658,HC00000069,"Bosceno Enterprises Ltd - Lira BLOCKED",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",354,"Lango Bwire Oscar","354-Lango Bwire Oscar"
490,RT0476,69,"Bosceno Enterprises Ltd - Lira",LIRA,34658,HC00000069,"Bosceno Enterprises Ltd - Lira BLOCKED",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",354,"Lango Bwire Oscar","354-Lango Bwire Oscar"
491,RT0477,69,"Bosceno Enterprises Ltd - Lira",LIRA,34658,HC00000069,"Bosceno Enterprises Ltd - Lira BLOCKED",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",354,"Lango Bwire Oscar","354-Lango Bwire Oscar"
199,RT0163,70,"Determination Plus Enterprises Ltd - Paidha",PAIDHA,34659,HC00000070,"Determination Plus Ent. Ltd - Paidha",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
200,RT0164,70,"Determination Plus Enterprises Ltd - Paidha",PAIDHA,34659,HC00000070,"Determination Plus Ent. Ltd - Paidha",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
309,RT0296,70,"Determination Plus Enterprises Ltd - Paidha",PAIDHA,34659,HC00000070,"Determination Plus Ent. Ltd - Paidha",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
201,RT0165,71,"HM Okot Enterprises SMC Ltd-Gulu",GULU,34660,HC00000071,"HM Okot Enterprises SMC Ltd - Gulu",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
202,RT0166,71,"HM Okot Enterprises SMC Ltd-Gulu",GULU,34660,HC00000071,"HM Okot Enterprises SMC Ltd - Gulu",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
203,RT0167,71,"HM Okot Enterprises SMC Ltd-Gulu",GULU,34660,HC00000071,"HM Okot Enterprises SMC Ltd - Gulu",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
310,RT0297,71,"HM Okot Enterprises SMC Ltd-Gulu",GULU,34660,HC00000071,"HM Okot Enterprises SMC Ltd - Gulu",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
494,RT0480,71,"HM Okot Enterprises SMC Ltd-Gulu",GULU,34660,HC00000071,"HM Okot Enterprises SMC Ltd - Gulu",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
204,RT0168,72,"HM Okot Enterprises SMC Ltd-Amuru",AMURU,34661,HC00000072,"HM Okot Enterprises SMC Ltd - Amuru",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
205,RT0169,72,"HM Okot Enterprises SMC Ltd-Amuru",AMURU,34661,HC00000072,"HM Okot Enterprises SMC Ltd - Amuru",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
311,RT0298,72,"HM Okot Enterprises SMC Ltd-Amuru",AMURU,34661,HC00000072,"HM Okot Enterprises SMC Ltd - Amuru",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
206,RT0170,73,"HM Okot Enterprises SMC Ltd-Kitgum",KITGUM,34662,HC00000073,"HM Okot Enterprises SMC Ltd - Kitgum",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
207,RT0171,73,"HM Okot Enterprises SMC Ltd-Kitgum",KITGUM,34662,HC00000073,"HM Okot Enterprises SMC Ltd - Kitgum",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
208,RT0172,73,"HM Okot Enterprises SMC Ltd-Kitgum",KITGUM,34662,HC00000073,"HM Okot Enterprises SMC Ltd - Kitgum",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
209,RT0173,73,"HM Okot Enterprises SMC Ltd-Kitgum",KITGUM,34662,HC00000073,"HM Okot Enterprises SMC Ltd - Kitgum",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
312,RT0299,73,"HM Okot Enterprises SMC Ltd-Kitgum",KITGUM,34662,HC00000073,"HM Okot Enterprises SMC Ltd - Kitgum",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
210,RT0174,74,"HM Okot Enterprises SMC Ltd-Pader",PADER,34663,HC00000074,"HM Okot Enterprises SMC Ltd - Pader",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
313,RT0300,74,"HM Okot Enterprises SMC Ltd-Pader",PADER,34663,HC00000074,"HM Okot Enterprises SMC Ltd - Pader",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
673,RT0659,74,"HM Okot Enterprises SMC Ltd-Pader",PADER,34663,HC00000074,"HM Okot Enterprises SMC Ltd - Pader",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
211,RT0175,75,"Braliga & Sons - Adjumani",ADJUMANI,34664,HC00000075,"Braliga & Sons - Adjumani",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
212,RT0176,75,"Braliga & Sons - Adjumani",ADJUMANI,34664,HC00000075,"Braliga & Sons - Adjumani",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
314,RT0301,75,"Braliga & Sons - Adjumani",ADJUMANI,34664,HC00000075,"Braliga & Sons - Adjumani",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",248,"Acholi Magonga","248-Acholi Magonga"
213,RT0177,76,"Oyoma General stores Limited-Packwach",PAROMBO,34665,HC00000076,"Oyoma General Stores Ltd - Packwach",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
214,RT0178,76,"Oyoma General stores Limited-Packwach",PAROMBO,34665,HC00000076,"Oyoma General Stores Ltd - Packwach",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
315,RT0302,76,"Oyoma General stores Limited-Packwach",PAROMBO,34665,HC00000076,"Oyoma General Stores Ltd - Packwach",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
215,RT0179,77,"Oyoma General stores Limited-Parombo",PAROMBO,34666,HC00000077,"Oyoma General stores Ltd - Parombo",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
316,RT0303,77,"Oyoma General stores Limited-Parombo",PAROMBO,34666,HC00000077,"Oyoma General stores Ltd - Parombo",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
513,RT0499,77,"Oyoma General stores Limited-Parombo",PAROMBO,34666,HC00000077,"Oyoma General stores Ltd - Parombo",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
514,RT0500,77,"Oyoma General stores Limited-Parombo",PAROMBO,34666,HC00000077,"Oyoma General stores Ltd - Parombo",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
515,RT0501,77,"Oyoma General stores Limited-Parombo",PAROMBO,34666,HC00000077,"Oyoma General stores Ltd - Parombo",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
516,RT0502,77,"Oyoma General stores Limited-Parombo",PAROMBO,34666,HC00000077,"Oyoma General stores Ltd - Parombo",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
216,RT0180,78,"Oyoma General stores Limited-Nebbi",PAROMBO,34667,HC00000078,"Oyoma General Stores Ltd - Nebbi",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
317,RT0304,78,"Oyoma General stores Limited-Nebbi",PAROMBO,34667,HC00000078,"Oyoma General Stores Ltd - Nebbi",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
506,RT0492,78,"Oyoma General stores Limited-Nebbi",PAROMBO,34667,HC00000078,"Oyoma General Stores Ltd - Nebbi",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
318,RT0305,79,"Asaba Investments ltd-Kyegegwa",KYEGEGWA,34668,HC00000079,"Asaba Investments ltd-Kyegegwa",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
364,RT0351,79,"Asaba Investments ltd-Kyegegwa",KYEGEGWA,34668,HC00000079,"Asaba Investments ltd-Kyegegwa",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
365,RT0352,79,"Asaba Investments ltd-Kyegegwa",KYEGEGWA,34668,HC00000079,"Asaba Investments ltd-Kyegegwa",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
366,RT0353,79,"Asaba Investments ltd-Kyegegwa",KYEGEGWA,34668,HC00000079,"Asaba Investments ltd-Kyegegwa",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
367,RT0354,79,"Asaba Investments ltd-Kyegegwa",KYEGEGWA,34668,HC00000079,"Asaba Investments ltd-Kyegegwa",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
319,RT0306,80,"Asaba Investments ltd-Kyenjojo",Kyenjojo,34669,HC00000080,"Asaba Investments ltd-Kyenjojo",,,,,Uganda,," ","- ",," ","- "
368,RT0355,80,"Asaba Investments ltd-Kyenjojo",Kyenjojo,34669,HC00000080,"Asaba Investments ltd-Kyenjojo",,,,,Uganda,," ","- ",," ","- "
369,RT0356,80,"Asaba Investments ltd-Kyenjojo",Kyenjojo,34669,HC00000080,"Asaba Investments ltd-Kyenjojo",,,,,Uganda,," ","- ",," ","- "
370,RT0357,80,"Asaba Investments ltd-Kyenjojo",Kyenjojo,34669,HC00000080,"Asaba Investments ltd-Kyenjojo",,,,,Uganda,," ","- ",," ","- "
371,RT0358,80,"Asaba Investments ltd-Kyenjojo",Kyenjojo,34669,HC00000080,"Asaba Investments ltd-Kyenjojo",,,,,Uganda,," ","- ",," ","- "
320,RT0307,81,"Atuwaguza Investments-Hoima",HOIMA,34670,HC00000081,"Atuwaguza Investments - Hoima",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
372,RT0359,81,"Atuwaguza Investments-Hoima",HOIMA,34670,HC00000081,"Atuwaguza Investments - Hoima",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
373,RT0360,81,"Atuwaguza Investments-Hoima",HOIMA,34670,HC00000081,"Atuwaguza Investments - Hoima",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
374,RT0361,81,"Atuwaguza Investments-Hoima",HOIMA,34670,HC00000081,"Atuwaguza Investments - Hoima",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
375,RT0362,81,"Atuwaguza Investments-Hoima",HOIMA,34670,HC00000081,"Atuwaguza Investments - Hoima",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
376,RT0363,81,"Atuwaguza Investments-Hoima",HOIMA,34670,HC00000081,"Atuwaguza Investments - Hoima",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
377,RT0364,81,"Atuwaguza Investments-Hoima",HOIMA,34670,HC00000081,"Atuwaguza Investments - Hoima",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
321,RT0308,82,"Atuwaguza Investments-Kabaale",KABAALE,34671,HC00000082,"Atuwaguza Investments - Kabaale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
378,RT0365,82,"Atuwaguza Investments-Kabaale",KABAALE,34671,HC00000082,"Atuwaguza Investments - Kabaale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
322,RT0309,83,"Atuwaguza Investments-Kyangwali",KYANGWALI,34672,HC00000083,"Atuwaguza Investments-Kyangwali",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
379,RT0366,83,"Atuwaguza Investments-Kyangwali",KYANGWALI,34672,HC00000083,"Atuwaguza Investments-Kyangwali",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",205,"NW2 Matsiko","205-NW2 Matsiko"
323,RT0310,84,"Banya Holdings Co ltd-Bundibungyo",BUNDIBUJO,34673,HC00000084,"Banya Holdings Co Ltd - Bundibungyo",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",105,"SW4 Musinkuli Andrew","105-SW4 Musinkuli Andrew"
380,RT0367,84,"Banya Holdings Co ltd-Bundibungyo",BUNDIBUJO,34673,HC00000084,"Banya Holdings Co Ltd - Bundibungyo",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",105,"SW4 Musinkuli Andrew","105-SW4 Musinkuli Andrew"
381,RT0368,84,"Banya Holdings Co ltd-Bundibungyo",BUNDIBUJO,34673,HC00000084,"Banya Holdings Co Ltd - Bundibungyo",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",105,"SW4 Musinkuli Andrew","105-SW4 Musinkuli Andrew"
324,RT0311,85,"Birugomuntutu General enterprise - Ishaka Bushenyi",ISHAKA,34674,HC00000085,"Birugomuntutu General Enterprise-ISHAKA",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
382,RT0369,85,"Birugomuntutu General enterprise - Ishaka Bushenyi",ISHAKA,34674,HC00000085,"Birugomuntutu General Enterprise-ISHAKA",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
383,RT0370,85,"Birugomuntutu General enterprise - Ishaka Bushenyi",ISHAKA,34674,HC00000085,"Birugomuntutu General Enterprise-ISHAKA",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
384,RT0371,85,"Birugomuntutu General enterprise - Ishaka Bushenyi",ISHAKA,34674,HC00000085,"Birugomuntutu General Enterprise-ISHAKA",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
385,RT0372,85,"Birugomuntutu General enterprise - Ishaka Bushenyi",ISHAKA,34674,HC00000085,"Birugomuntutu General Enterprise-ISHAKA",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
386,RT0373,85,"Birugomuntutu General enterprise - Ishaka Bushenyi",ISHAKA,34674,HC00000085,"Birugomuntutu General Enterprise-ISHAKA",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
326,RT0313,87,"Gakya General Store Limited - Kanungu",KANUNGU,34676,HC00000087,"Gakya General Store Ltd - Kanungu",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
389,RT0376,87,"Gakya General Store Limited - Kanungu",KANUNGU,34676,HC00000087,"Gakya General Store Ltd - Kanungu",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
390,RT0377,87,"Gakya General Store Limited - Kanungu",KANUNGU,34676,HC00000087,"Gakya General Store Ltd - Kanungu",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
327,RT0314,88,"Hemcad Limited-Isingiro",ISINGIRO,34677,HC00000088,"Hemcad Ltd - Isingiro",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
391,RT0378,88,"Hemcad Limited-Isingiro",ISINGIRO,34677,HC00000088,"Hemcad Ltd - Isingiro",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
392,RT0379,88,"Hemcad Limited-Isingiro",ISINGIRO,34677,HC00000088,"Hemcad Ltd - Isingiro",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
393,RT0380,88,"Hemcad Limited-Isingiro",ISINGIRO,34677,HC00000088,"Hemcad Ltd - Isingiro",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
394,RT0381,88,"Hemcad Limited-Isingiro",ISINGIRO,34677,HC00000088,"Hemcad Ltd - Isingiro",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
328,RT0315,89,"Hollywood Movies Shop Ltd - Bweyale",BWEYALE,34678,HC00000089,"Hollywood Movies Shop Ltd - Bweyale",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
395,RT0382,89,"Hollywood Movies Shop Ltd - Bweyale",BWEYALE,34678,HC00000089,"Hollywood Movies Shop Ltd - Bweyale",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
396,RT0383,89,"Hollywood Movies Shop Ltd - Bweyale",BWEYALE,34678,HC00000089,"Hollywood Movies Shop Ltd - Bweyale",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
329,RT0316,90,"Hollywood Movies Shop Ltd - Kigumba",BWEYALE,34679,HC00000090,"Hollywood Movies Shop Ltd - Kigumba",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
397,RT0384,90,"Hollywood Movies Shop Ltd - Kigumba",BWEYALE,34679,HC00000090,"Hollywood Movies Shop Ltd - Kigumba",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
398,RT0385,90,"Hollywood Movies Shop Ltd - Kigumba",BWEYALE,34679,HC00000090,"Hollywood Movies Shop Ltd - Kigumba",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
330,RT0317,91,"Jokemot Wholesalers Company - Mbarara",MBARARA,34680,HC00000091,"Jokemot Wholesalers Company Ltd - Mbarar",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",," ","- "
399,RT0386,91,"Jokemot Wholesalers Company - Mbarara",MBARARA,34680,HC00000091,"Jokemot Wholesalers Company Ltd - Mbarar",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",," ","- "
400,RT0387,91,"Jokemot Wholesalers Company - Mbarara",MBARARA,34680,HC00000091,"Jokemot Wholesalers Company Ltd - Mbarar",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",," ","- "
401,RT0388,91,"Jokemot Wholesalers Company - Mbarara",MBARARA,34680,HC00000091,"Jokemot Wholesalers Company Ltd - Mbarar",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",," ","- "
402,RT0389,91,"Jokemot Wholesalers Company - Mbarara",MBARARA,34680,HC00000091,"Jokemot Wholesalers Company Ltd - Mbarar",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",," ","- "
498,RT0484,91,"Jokemot Wholesalers Company - Mbarara",MBARARA,34680,HC00000091,"Jokemot Wholesalers Company Ltd - Mbarar",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",," ","- "
499,RT0485,91,"Jokemot Wholesalers Company - Mbarara",MBARARA,34680,HC00000091,"Jokemot Wholesalers Company Ltd - Mbarar",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",," ","- "
500,RT0486,91,"Jokemot Wholesalers Company - Mbarara",MBARARA,34680,HC00000091,"Jokemot Wholesalers Company Ltd - Mbarar",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",," ","- "
331,RT0318,92,"Tinka & Sons Holdings Ltd - Kagadi",KAGADI,34681,HC00000092,"Tinka & Sons Holding Ltd - Kagadi",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
403,RT0390,92,"Tinka & Sons Holdings Ltd - Kagadi",KAGADI,34681,HC00000092,"Tinka & Sons Holding Ltd - Kagadi",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
404,RT0391,92,"Tinka & Sons Holdings Ltd - Kagadi",KAGADI,34681,HC00000092,"Tinka & Sons Holding Ltd - Kagadi",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
405,RT0392,92,"Tinka & Sons Holdings Ltd - Kagadi",KAGADI,34681,HC00000092,"Tinka & Sons Holding Ltd - Kagadi",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
332,RT0319,93,"Banya Holdings Co Ltd - Ntoroko",BUNDIBUJO,34682,HC00000093,"Banya Holdings Co Ltd - Ntoroko",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",105,"SW4 Musinkuli Andrew","105-SW4 Musinkuli Andrew"
333,RT0320,94,"Kor Establishments ltd-Karugutu ",BUNDIBUJO,34683,HC00000094,"Kor Establishments Ltd - Karugutu",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",105,"SW4 Musinkuli Andrew","105-SW4 Musinkuli Andrew"
334,RT0321,95,"Masana General Trading Company - Kamwenge",KAMWENGE,34684,HC00000095,"Masana General Trading Company - Kamweng",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",105,"SW4 Musinkuli Andrew","105-SW4 Musinkuli Andrew"
406,RT0393,95,"Masana General Trading Company - Kamwenge",KAMWENGE,34684,HC00000095,"Masana General Trading Company - Kamweng",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",105,"SW4 Musinkuli Andrew","105-SW4 Musinkuli Andrew"
407,RT0394,95,"Masana General Trading Company - Kamwenge",KAMWENGE,34684,HC00000095,"Masana General Trading Company - Kamweng",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",105,"SW4 Musinkuli Andrew","105-SW4 Musinkuli Andrew"
335,RT0322,96,"Masar Enterprises - Sheema",SHEEMA,34685,HC00000096,"Masar Enterprises - Sheema BLOCKED",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
408,RT0395,96,"Masar Enterprises - Sheema",SHEEMA,34685,HC00000096,"Masar Enterprises - Sheema BLOCKED",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
